Date,Price,Open,High,Low,Vol.,Change %,,Time,
2019/3/4,"2,090.40","2,095.91","2,103.62","2,078.89",-,-0.28%,,2019/2/14,2047.56
2019/3/5,"2,087.50","2,090.98","2,091.46","2,083.95",-,-0.14%,,2019/2/15,2066.58
2019/3/6,"2,078.69","2,087.77","2,089.08","2,077.50",-,-0.42%,,2019/2/16,#N/A
2019/3/7,"2,061.41","2,078.49","2,078.97","2,054.69",-,-0.83%,,2019/2/17,#N/A
2019/3/8,"2,051.12","2,059.61","2,059.73","2,040.69",-,-0.50%,,2019/2/18,2072.62
2019/3/11,"2,074.66","2,050.99","2,075.97","2,050.25",-,1.15%,,2019/2/19,2075.91
2019/3/12,"2,083.38","2,077.13","2,087.04","2,077.11",-,0.42%,,2019/2/20,2083.64
2019/3/13,"2,095.67","2,083.80","2,100.31","2,080.93",-,0.59%,,2019/2/21,2077.44
2019/3/14,"2,096.32","2,097.39","2,099.58","2,093.30",-,0.03%,,2019/2/22,2086.97
2019/3/15,"2,108.78","2,096.08","2,112.62","2,096.02",-,0.59%,,2019/2/23,#N/A
2019/3/18,"2,117.99","2,109.12","2,119.11","2,108.93",-,0.44%,,2019/2/24,#N/A
2019/3/19,"2,121.47","2,114.20","2,131.84","2,113.17",-,0.16%,,2019/2/25,2091.83
2019/3/20,"2,112.05","2,120.47","2,126.20","2,107.10",-,-0.44%,,2019/2/26,2091.7
2019/3/21,"2,127.93","2,115.82","2,130.40","2,110.55",-,0.75%,,2019/2/27,2092.12
2019/3/22,"2,094.81","2,129.01","2,131.24","2,094.33",-,-1.56%,,2019/2/28,2085.84
2019/3/25,"2,087.06","2,094.20","2,094.21","2,079.79",-,-0.37%,,2019/3/1,2096.35
2019/3/26,"2,102.62","2,087.13","2,109.19","2,086.92",-,0.75%,,2019/3/2,#N/A
2019/3/27,"2,094.02","2,102.47","2,106.39","2,084.32",-,-0.41%,,2019/3/3,#N/A
2019/3/28,"2,095.18","2,093.68","2,098.65","2,086.47",-,0.06%,,2019/3/4,2090.4
2019/3/29,"2,107.74","2,094.60","2,107.76","2,094.56",-,0.60%,,2019/3/5,2087.5
2019/4/1,"2,131.79","2,107.35","2,132.00","2,107.27",-,1.14%,,2019/3/6,2078.69
2019/4/2,"2,131.71","2,130.56","2,133.90","2,126.95",-,0.00%,,2019/3/7,2061.41
2019/4/3,"2,143.02","2,133.09","2,149.09","2,132.93",-,0.53%,,2019/3/8,2051.12
2019/4/4,"2,142.75","2,143.32","2,144.47","2,136.85",-,-0.01%,,2019/3/9,#N/A
2019/4/5,"2,149.85","2,142.51","2,150.46","2,142.25",-,0.33%,,2019/3/10,#N/A
2019/4/8,"2,152.89","2,150.37","2,153.24","2,145.50",-,0.14%,,2019/3/11,2074.66
2019/4/9,"2,143.20","2,152.42","2,155.97","2,140.72",-,-0.45%,,2019/3/12,2083.38
2019/4/10,"2,147.99","2,141.34","2,149.38","2,140.58",-,0.22%,,2019/3/13,2095.67
2019/4/11,"2,147.61","2,148.37","2,150.49","2,143.66",-,-0.02%,,2019/3/14,2096.32
2019/4/12,"2,159.39","2,146.78","2,160.71","2,145.93",-,0.55%,,2019/3/15,2108.78
2019/4/15,"2,161.14","2,160.26","2,162.60","2,155.92",-,0.08%,,2019/3/16,#N/A
2019/4/16,"2,163.08","2,160.31","2,167.42","2,159.76",-,0.09%,,2019/3/17,#N/A
2019/4/17,"2,160.94","2,162.50","2,170.36","2,158.04",-,-0.10%,,2019/3/18,2117.99
2019/4/18,"2,160.21","2,160.55","2,161.58","2,153.13",-,-0.03%,,2019/3/19,2121.47
2019/4/19,"2,160.36","2,160.06","2,160.43","2,159.72",-,0.01%,,2019/3/20,2112.05
2019/4/22,"2,161.58","2,159.70","2,162.47","2,156.11",-,0.06%,,2019/3/21,2127.93
2019/4/23,"2,174.39","2,162.09","2,175.59","2,160.40",-,0.59%,,2019/3/22,2094.81
2019/4/24,"2,168.81","2,175.48","2,175.51","2,166.08",-,-0.26%,,2019/3/23,#N/A
2019/4/25,"2,165.36","2,166.23","2,168.09","2,157.75",-,-0.16%,,2019/3/24,#N/A
2019/4/26,"2,173.82","2,164.21","2,173.82","2,162.09",-,0.39%,,2019/3/25,2087.06
2019/4/29,"2,175.59","2,173.25","2,179.63","2,171.90",-,0.08%,,2019/3/26,2102.62
2019/4/30,"2,178.67","2,176.39","2,180.33","2,167.33",-,0.14%,,2019/3/27,2094.02
2019/5/1,"2,170.03","2,179.34","2,185.44","2,167.48",-,-0.40%,,2019/3/28,2095.18
2019/5/2,"2,161.11","2,167.74","2,168.84","2,153.09",-,-0.41%,,2019/3/29,2107.74
2019/5/3,"2,177.77","2,160.71","2,179.20","2,160.21",-,0.77%,,2019/3/30,#N/A
2019/5/6,"2,166.66","2,178.27","2,178.35","2,150.17",-,-0.51%,,2019/3/31,#N/A
2019/5/7,"2,135.49","2,166.82","2,167.60","2,126.11",-,-1.44%,,2019/4/1,2131.79
2019/5/8,"2,131.90","2,134.48","2,141.14","2,127.22",-,-0.17%,,2019/4/2,2131.71
2019/5/9,"2,119.31","2,130.71","2,131.04","2,102.48",-,-0.59%,,2019/4/3,2143.02
2019/5/10,"2,126.32","2,118.59","2,129.96","2,098.96",-,0.33%,,2019/4/4,2142.75
2019/5/13,"2,086.46","2,124.77","2,125.11","2,080.99",-,-1.87%,,2019/4/5,2149.85
2019/5/14,"2,098.76","2,084.61","2,106.89","2,081.75",-,0.59%,,2019/4/6,#N/A
2019/5/15,"2,110.40","2,098.67","2,113.66","2,087.51",-,0.55%,,2019/4/7,#N/A
2019/5/16,"2,126.06","2,110.26","2,133.41","2,108.01",-,0.74%,,2019/4/8,2152.89
2019/5/17,"2,116.50","2,126.98","2,129.21","2,113.82",-,-0.45%,,2019/4/9,2143.2
2019/5/20,"2,104.64","2,116.88","2,118.90","2,099.77",-,-0.56%,,2019/4/10,2147.99
2019/5/21,"2,117.66","2,103.80","2,119.82","2,102.53",-,0.62%,,2019/4/11,2147.61
2019/5/22,"2,111.78","2,117.07","2,118.42","2,109.57",-,-0.28%,,2019/4/12,2159.39
2019/5/23,"2,087.46","2,111.13","2,111.25","2,080.87",-,-1.15%,,2019/4/13,#N/A
2019/5/24,"2,095.03","2,087.25","2,102.50","2,086.59",-,0.36%,,2019/4/14,#N/A
2019/5/27,"2,096.43","2,095.80","2,098.62","2,095.39",-,0.07%,,2019/4/15,2161.14
2019/5/28,"2,084.57","2,096.57","2,104.40","2,084.19",-,-0.57%,,2019/4/16,2163.08
2019/5/29,"2,064.80","2,083.02","2,083.08","2,056.73",-,-0.95%,,2019/4/17,2160.94
2019/5/30,"2,066.48","2,063.39","2,072.14","2,061.76",-,0.08%,,2019/4/18,2160.21
2019/5/31,"2,046.25","2,066.41","2,066.78","2,042.57",-,-0.98%,,2019/4/19,2160.36
2019/6/3,"2,045.06","2,046.47","2,053.80","2,039.89",-,-0.06%,,2019/4/20,#N/A
2019/6/4,"2,077.66","2,047.90","2,079.78","2,045.76",-,1.59%,,2019/4/21,#N/A
2019/6/5,"2,095.83","2,080.35","2,095.83","2,080.35",-,0.87%,,2019/4/22,2161.58
2019/6/6,"2,104.18","2,093.28","2,107.11","2,092.99",-,0.40%,,2019/4/23,2174.39
2019/6/7,"2,126.88","2,103.86","2,133.33","2,103.68",-,1.08%,,2019/4/24,2168.81
2019/6/10,"2,135.51","2,126.41","2,144.08","2,126.09",-,0.41%,,2019/4/25,2165.36
2019/6/11,"2,139.74","2,135.93","2,153.16","2,135.64",-,0.20%,,2019/4/26,2173.82
2019/6/12,"2,134.42","2,139.60","2,140.87","2,131.43",-,-0.25%,,2019/4/27,#N/A
2019/6/13,"2,136.96","2,131.97","2,139.67","2,130.55",-,0.12%,,2019/4/28,#N/A
2019/6/14,"2,130.95","2,137.60","2,137.82","2,126.98",-,-0.28%,,2019/4/29,2175.59
2019/6/17,"2,130.86","2,129.53","2,135.64","2,128.56",-,0.00%,,2019/4/30,2178.67
2019/6/18,"2,150.91","2,130.83","2,157.73","2,129.35",-,0.94%,,2019/5/1,2170.03
2019/6/19,"2,161.60","2,153.22","2,165.47","2,153.01",-,0.50%,,2019/5/2,2161.11
2019/6/20,"2,183.36","2,164.09","2,186.67","2,164.06",-,1.01%,,2019/5/3,2177.77
2019/6/21,"2,178.16","2,184.05","2,184.95","2,176.84",-,-0.24%,,2019/5/4,#N/A
2019/6/24,"2,178.17","2,181.23","2,183.25","2,178.17",-,0.00%,,2019/5/5,#N/A
2019/6/25,"2,163.73","2,178.60","2,180.10","2,162.08",-,-0.66%,,2019/5/6,2166.66
2019/6/26,"2,158.41","2,161.51","2,168.26","2,157.71",-,-0.25%,,2019/5/7,2135.49
2019/6/27,"2,166.48","2,158.66","2,168.47","2,158.37",-,0.37%,,2019/5/8,2131.9
2019/6/28,"2,178.35","2,166.34","2,178.35","2,165.38",-,0.55%,,2019/5/9,2119.31
2019/7/1,"2,192.24","2,177.61","2,200.66","2,177.59",-,0.64%,,2019/5/10,2126.32
2019/7/2,"2,198.55","2,191.01","2,198.88","2,190.77",-,0.29%,,2019/5/11,#N/A
2019/7/3,"2,213.35","2,198.42","2,213.45","2,197.73",-,0.67%,,2019/5/12,#N/A
2019/7/4,"2,215.17","2,214.59","2,215.90","2,214.33",-,0.08%,,2019/5/13,2086.46
2019/7/5,"2,205.57","2,215.52","2,215.94","2,192.71",-,-0.43%,,2019/5/14,2098.76
2019/7/8,"2,194.62","2,205.54","2,205.63","2,192.12",-,-0.50%,,2019/5/15,2110.4
2019/7/9,"2,193.65","2,194.86","2,195.32","2,184.60",-,-0.04%,,2019/5/16,2126.06
2019/7/10,"2,201.14","2,192.37","2,208.05","2,191.80",-,0.34%,,2019/5/17,2116.5
2019/7/11,"2,205.35","2,202.24","2,208.80","2,199.91",-,0.19%,,2019/5/18,#N/A
2019/7/12,"2,212.65","2,204.91","2,213.76","2,204.40",-,0.33%,,2019/5/19,#N/A
2019/7/15,"2,214.34","2,213.69","2,216.32","2,211.85",-,0.08%,,2019/5/20,2104.64
2019/7/16,"2,208.09","2,214.29","2,214.39","2,205.57",-,-0.28%,,2019/5/21,2117.66
2019/7/17,"2,197.94","2,206.86","2,208.55","2,197.94",-,-0.46%,,2019/5/22,2111.78
2019/7/18,"2,198.40","2,197.36","2,202.87","2,188.61",-,0.02%,,2019/5/23,2087.46
2019/7/19,"2,194.61","2,202.10","2,209.77","2,194.54",-,-0.17%,,2019/5/24,2095.03
2019/7/22,"2,197.67","2,193.96","2,199.45","2,192.22",-,0.14%,,2019/5/25,#N/A
2019/7/23,"2,209.59","2,196.23","2,209.59","2,196.17",-,0.54%,,2019/5/26,#N/A
