Time,BTC_Price,ETH _Price,Ripple_Price,Num,Miner's_Revenue,Transaction_Vol,Exchange_Vol,Gold_Price,MSCI_World,Average_Block_Size
2021/9/20,42855.51034,2965.368165,0.917902703,18821650,46493150.41,135623202.9,5693199639,1757.15,3046.2,1.214339067
2021/9/21,40526.48938,2745.848173,0.870390775,18822468.75,33328734.04,605141090.3,3816937966,1766.45,3049.68,1.220175537
2021/9/22,43577.57248,3063.721332,0.999223946,18823393.75,36087715.34,726831468.8,3589501923,1775.35,3074.35,1.23450309
2021/9/23,44861.29803,3147.495074,0.998121318,18824337.5,46022168.08,355516149,3583461960,1771.05,3106.42,1.016578461
2021/9/24,42803.3077,2932.559323,0.944047032,18825356.25,40572791.53,369977052.8,4656807424,1755.15,3103.53,1.205603176
2021/9/25,42735.26582,2932.49828,0.941751985,18826237.5,38679199.26,594658890.5,1498517648,#N/A,#N/A,0.84045934
2021/9/26,43131.29418,3048.595617,0.941385397,18827000,38084247.82,132297206.5,2604107989,#N/A,#N/A,0.914658245
2021/9/27,42496.78523,2952.496305,0.927971894,18828000,43218816.61,231309916.7,3527097522,1749.15,3095.56,1.051818432
2021/9/28,41223.78627,2815.594708,0.898306436,18829068.75,40399023.49,249740960.4,3691508332,1739.65,3032.7,1.184401961
2021/9/29,41453.94701,2843.271769,0.925010911,18829787.5,34503900.23,275833680.2,3012885642,1741.65,3028.75,1.151118546
2021/9/30,43781.54602,3001.527513,0.951385009,18830775,46789306.05,221224597.1,4504376487,1730.95,3006.6,1.253955175
2021/10/1,48078.13155,3299.44177,1.03980873,18831637.5,40884975.74,360342502.3,4232654754,1755.6,3022.83,1.237001443
2021/10/2,47792.43919,3393.857028,1.041358437,18832881.25,56739068.28,688291406.5,3853142043,#N/A,#N/A,0.942906436
2021/10/3,48202.62292,3420.439016,1.054737989,18833825,45436120.54,184243787.8,1994398643,#N/A,#N/A,0.9103214
2021/10/4,49288.50131,3391.623321,1.047461215,18834831.25,47639372.83,183312373.5,4985789606,1751.85,2992.89,1.167222923
2021/10/5,51558.04933,3520.414454,1.080374448,18835937.5,52076953.34,370887916.3,5416025038,1758,3016.19,1.274705579
2021/10/6,55419.80041,3588.434081,1.08021602,18836606.25,43942894.7,437607953.3,6336189182,1748.25,3015.95,1.196702588
2021/10/7,53805.15691,3589.307074,1.067757576,18837475,49405388.01,869275029.9,7063813953,1758.55,3046.57,1.430095348
2021/10/8,53933.52759,3561.094105,1.060612816,18838187.5,41966394.78,402001281.2,6223589467,1757.5,3043.74,1.460428058
2021/10/9,55010.92248,3579.872037,1.164817188,18839218.75,52134455.44,375062388.4,2464860373,#N/A,#N/A,1.289836107
2021/10/10,54701.2797,3432.001715,1.14160832,18840143.75,55625852.15,168430381.1,2347027649,#N/A,#N/A,0.881602868
2021/10/11,57289.18646,3519.56701,1.130064282,18841081.25,52898159.5,294613549.8,5135609835,1752.55,3031.57,1.266067712
2021/10/12,56196.18126,3491.26025,1.101098266,18842050,48626582.28,350997309.9,6366837726,1759.1,3024.72,1.312662
2021/10/13,57348.89288,3597.562898,1.127033835,18843025,60196305.45,516916488.1,4979962945,1767.45,3039.01,1.107308355
2021/10/14,57384.03691,3786.542237,1.132507841,18843787.5,51775839.06,471270462.4,5891473872,1797.15,3084.59,1.33977365
2021/10/15,61446.08401,3861.712462,1.141119114,18844787.5,54670343.84,339375043.3,8109890837,1781.45,3109.47,1.296617191
2021/10/16,60932.06321,3836.76805,1.137851337,18845681.25,51917022.71,825023911.6,4071153201,#N/A,#N/A,1.295533406
2021/10/17,61462.22237,3836.397704,1.091554429,18846493.75,61555796.56,263628462.5,2583118320,#N/A,#N/A,0.903351362
2021/10/18,61977.05755,3746.066066,1.082491619,18847556.25,58173901.82,271015043,6507541621,1762.45,3114.01,1.212650628
2021/10/19,64290.89776,3875.044139,1.091069825,18848587.5,61804734.86,753842251.7,7660166169,1779.4,3136.19,1.302747961
2021/10/20,66061.79656,4153.386612,1.14121394,18849312.5,61742492.21,594456878.2,8272914781,1778.15,3147.7,1.179138664
2021/10/21,62373.88562,4065.167432,1.091469222,18850262.5,60807152.15,650092516.5,10401915939,1785.3,3152.33,1.512783581
2021/10/22,60750.96737,3975.543157,1.08973263,18851393.75,63205405.9,917892846,6910857031,1792.3,3151.16,1.168189481
2021/10/23,61250.08263,4159.579539,1.092460546,18852231.25,56004608.35,529183068.8,2756385872,#N/A,#N/A,1.051342772
2021/10/24,60865.44705,4076.593574,1.082191847,18853293.75,58596760.65,191872031.9,3236266688,#N/A,#N/A,0.839270294
2021/10/25,63031.6729,4214.410589,1.094629706,18854418.75,74417752.59,228927561,5639331921,1799.2,3159.88,1.101719687
2021/10/26,60393.98027,4130.632518,1.107890483,18855331.25,59364122.89,277562724.5,4843465177,1801.9,3167.44,1.21337114
2021/10/27,58563.33599,3947.621928,1.001109591,18856256.25,59080371.71,379278445.2,6142467781,1783.85,3152.05,1.107476529
2021/10/28,60564.57211,4278.770269,1.058457991,18857250,58309865.55,590784490.3,6817487230,1798.2,3179.44,1.250332667
2021/10/29,62230.80557,4413.186821,1.079926728,18858293.75,68395070.24,692953330.3,9086217833,1796.3,3174.73,1.067304088
2021/10/30,61742.91653,4311.34383,1.076357876,18859168.75,60386548.97,563700561.9,3024703684,#N/A,#N/A,0.986677194
2021/10/31,61432.97006,4293.965507,1.11464818,18860162.5,53663037.31,226334070.9,3075083985,#N/A,#N/A,1.118622273
2021/11/1,61092.09506,4325.78806,1.093163128,18861050,57638512.19,267709104.1,7239359627,1786.55,3190.54,1.315084277
2021/11/2,63024.74723,4586.379504,1.132777868,18862000,62861190.13,412970758.8,8525610066,1791.5,3195.67,1.250437994
2021/11/3,62955.98176,4598.852129,1.207707443,18863131.25,64240988.99,520838604.1,7935879532,1781.85,3212.35,1.17984446
2021/11/4,61393.88998,4535.601844,1.198937526,18863981.25,56277841.55,424004759.4,4812348606,1778.1,3224.63,1.307600287
2021/11/5,61005.84083,4476.897314,1.159230293,18864912.5,60649721.92,282279127.5,6435250914,1793.2,3232.26,1.243942961
2021/11/6,61455.05363,4511.642562,1.150101497,18865831.25,59379244.68,261917194.4,2757510648,#N/A,#N/A,0.921042955
2021/11/7,63043.82906,4609.291091,1.216765097,18866750,60030049.95,211867708.1,2452500860,#N/A,#N/A,0.992480993
2021/11/8,67541.75551,4811.156463,1.285159185,18867750,57270493.49,216409013.2,7868335327,1818,3237.44,1.273153207
2021/11/9,67095.58567,4735.696747,1.261926327,18868612.5,65840419.26,577118758.6,8511741830,1824.4,3227.8,1.473930408
2021/11/10,64756.07797,4619.955129,1.18505644,18869487.5,63548112.52,466601853.5,6732821876,1824.95,3201.57,1.362915946
2021/11/11,64962.93129,4727.746316,1.219790391,18870425,65183349.25,829053692.5,5229229610,1859.25,3201.99,1.230431203
2021/11/12,64078.96804,4662.7612,1.189451018,18871425,57924016.81,309495740.2,6291969520,1850,3223.82,1.262101789
2021/11/13,64397.79121,4644.942487,1.190010877,18872412.5,62698179.56,490505372.2,2739693248,#N/A,#N/A,0.968751137
2021/11/14,65032.22565,4609.516567,1.184318437,18873250,65428799.07,168246880.6,2187474681,#N/A,#N/A,0.880797389
2021/11/15,63753.50316,4569.40777,1.174979441,18874325,63153343.38,214318500,5704920149,1863.8,3226.45,1.35035402
2021/11/16,60322.49785,4234.131465,1.094753954,18875168.75,58617039.19,348327874.2,10498129184,1872.25,3230.01,1.259483213
2021/11/17,60154.30837,4265.599006,1.093411258,18876225,56531418.52,831553555.7,7480898359,1858.45,3221.03,1.372129799
2021/11/18,56794.15563,3985.674373,1.038063536,18877087.5,53828907.24,549940655.7,10213009489,1860.5,3226.37,1.267871368
2021/11/19,58014.07299,4291.28635,1.088980757,18878006.25,49667132.61,810589480.7,6049553193,1861.4,3219.9,1.275837234
2021/11/20,59749.47382,4413.144251,1.096537519,18878856.25,53936028.21,479879941.5,2884513913,#N/A,#N/A,1.049318048
2021/11/21,59032.6241,4310.080434,1.069944375,18879612.5,50108593.38,233278784.7,2590670067,#N/A,#N/A,1.123991788
2021/11/22,56383.56588,4096.772401,1.037547818,18880543.75,51325923.63,174269411.8,7023168183,1841.1,3201.49,1.195197007
2021/11/23,57642.2658,4348.156228,1.065879907,18881287.5,48326099.81,494762556.3,6167254619,1797.3,3196.88,1.183716758
2021/11/24,57141.83038,4261.969114,1.031752457,18882256.25,57141084.07,480199475.9,5700109165,1790.8,3198.12,1.245540707
2021/11/25,59008.65548,4526.042951,1.045497164,18883181.25,48130860.02,332409438.8,8960165966,1790.65,3202.44,1.244448577
2021/11/26,53800.61784,4052.008568,0.941500374,18883887.5,46589569.53,289094884.2,11684205362,1809.8,3131.98,1.342729242
2021/11/27,54635.88246,4086.923302,0.942779229,18884837.5,49251516.2,777492583,2469579561,#N/A,#N/A,0.922750245
2021/11/28,57248.5697,4291.079171,0.966588986,18885650,47788162.45,277078998.5,1876057612,#N/A,#N/A,0.967907957
2021/11/29,57920.71073,4448.409991,0.993296239,18886631.25,52131631.56,252736299.4,7530278020,1795,3155.73,1.217180105
2021/11/30,57097.01279,4645.053627,1.000793971,18887531.25,48794504.36,367826530.5,6028906432,1797.6,3101.8,1.244173306
2021/12/1,57180.60984,4584.534451,0.990655994,18888425,50326073.91,522506214.2,8653248451,1786.8,3087.98,1.406416117
2021/12/2,56582.89377,4527.544757,0.975359665,18889275,56025370.8,479668944.2,7681001474,1775.7,3111.17,1.50098691
2021/12/3,53671.61607,4232.933151,0.924851615,18890437.5,60163624.38,431885271.3,5995006291,1773.5,3086.44,1.085296958
2021/12/4,49159.7358,4097.761261,0.845607383,18891325,48318140.2,505379017.8,7581447200,#N/A,#N/A,1.09181229
2021/12/5,49327.0936,4190.580693,0.803445859,18892412.5,52043857.44,1243669816,3421960961,#N/A,#N/A,1.222526554
2021/12/6,50535.42522,4341.941021,0.825211196,18893437.5,53085916.58,618347670.1,7568392055,1781.25,3117.31,1.09612286
2021/12/7,50574.47283,4303.762652,0.815281673,18894293.75,49684990.71,595736795.6,6656838608,1779.65,3184.17,1.207005727
2021/12/8,50500.65435,4427.312634,0.861219453,18895331.25,53150535.42,308543486.2,6017762761,1789.8,3196.39,0.951603452
2021/12/9,47937.82285,4157.28748,0.871569284,18896518.75,50546267.61,301494308.8,7507375135,1783.4,3172.49,1.329413399
2021/12/10,47437.22897,3931.613105,0.808449819,18897425,47537565.14,355604123.6,4646748174,1771.9,3188.26,1.028357571
2021/12/11,49321.76933,4079.584985,0.838882589,18898300,46068658.14,337628656.5,1275484167,#N/A,#N/A,0.886237642
2021/12/12,50136.57226,4140.987691,0.842004259,18899175,43658657.59,212503434.7,4853087723,#N/A,#N/A,0.863115471
