Date,Value
2019/12/31,854423855.6
2020/1/1,278141982
2020/1/2,692062815.9
2020/1/3,1721171458
2020/1/4,623052159.1
2020/1/5,355303880.3
2020/1/6,962060777.7
2020/1/7,1122651352
2020/1/8,1185786690
2020/1/9,1557053629
2020/1/10,1280612805
2020/1/11,512234137.7
2020/1/12,451843048.8
2020/1/13,881745942.1
2020/1/14,2900956207
2020/1/15,2458672965
2020/1/16,1325748764
2020/1/17,1542090152
2020/1/18,691951125.4
2020/1/19,604108398.9
2020/1/20,1265736840
2020/1/21,897029395
2020/1/22,1252987750
2020/1/23,1402766346
2020/1/24,983478887.1
2020/1/25,372513968.7
2020/1/26,375372747
2020/1/27,810082885.6
2020/1/28,1052472169
2020/1/29,1212895194
2020/1/30,1703649922
2020/1/31,2215319754
2020/2/1,994556671
2020/2/2,610013826.8
2020/2/3,3506998581
2020/2/4,1182655805
2020/2/5,3323586288
2020/2/6,3323586288
2020/2/7,1803840353
2020/2/8,1443920309
2020/2/9,744577606.6
2020/2/10,1655558310
2020/2/11,2306736287
2020/2/12,1870288291
2020/2/13,1903943551
2020/2/14,1546031521
2020/2/15,1109593959
2020/2/16,1638768688
2020/2/17,2253057178
2020/2/18,1513418379
2020/2/19,1880304368
2020/2/20,1635169613
2020/2/21,1133722529
2020/2/22,508369260.7
2020/2/23,737289757.9
2020/2/24,1060129347
2020/2/25,1088999982
2020/2/26,1306061365
2020/2/27,2025910515
2020/2/28,1789999977
2020/2/29,1226689507
2020/3/1,549446378.7
2020/3/2,1346019715
2020/3/3,1346019715
2020/3/4,1344613313
2020/3/5,1347117309
2020/3/6,1586746059
2020/3/7,714006122.1
2020/3/8,750461852.2
2020/3/9,2012070399
2020/3/10,1642231325
2020/3/11,1574744357
2020/3/12,3596290367
2020/3/13,2755019579
2020/3/14,1169201201
2020/3/15,691118819.7
2020/3/16,1829202303
2020/3/17,1553039642
2020/3/18,1087150158
2020/3/19,1203126599
2020/3/20,2081996655
2020/3/21,647373597.9
2020/3/22,707671399.2
2020/3/23,1055238675
2020/3/24,1896290041
2020/3/25,939872246.7
2020/3/26,982877530
2020/3/27,1213708785
2020/3/28,606386218.7
2020/3/29,579110788.1
2020/3/30,1063117757
2020/3/31,1183183833
2020/4/1,861593745.7
2020/4/2,1112746186
2020/4/3,996027773.8
2020/4/4,461924504.6
2020/4/5,446883068.9
2020/4/6,1903887716
2020/4/7,1534435754
2020/4/8,959560031.9
2020/4/9,2311484768
2020/4/10,1101942938
2020/4/11,467888135.7
2020/4/12,408486669.6
2020/4/13,1124828314
2020/4/14,824353875.2
2020/4/15,1009167505
2020/4/16,1278047927
2020/4/17,1073444828
2020/4/18,519833202.1
2020/4/19,458165164.1
2020/4/20,999366645.3
2020/4/21,1086827837
2020/4/22,950788113
2020/4/23,1287058107
2020/4/24,1901237346
2020/4/25,588383800.4
2020/4/26,477350119.7
2020/4/27,1244890679
2020/4/28,1057322602
2020/4/29,3184852306
2020/4/30,2685333577
2020/5/1,1977433108
2020/5/2,650315089
2020/5/3,798356910.6
2020/5/4,1301213021
2020/5/5,1158788355
2020/5/6,1639157503
2020/5/7,1938783579
2020/5/8,2581331592
2020/5/9,1891310409
2020/5/10,1160570548
2020/5/11,1697952429
2020/5/12,1902634190
2020/5/13,1840743653
2020/5/14,1256024235
2020/5/15,1570409120
2020/5/16,904101584.2
2020/5/17,554234698.8
2020/5/18,1522447448
2020/5/19,1324908762
2020/5/20,1698883645
2020/5/21,1827598465
2020/5/22,1309276220
2020/5/23,659872561.7
2020/5/24,981745455.3
2020/5/25,2386079966
2020/5/26,1028006698
2020/5/27,1653961345
2020/5/28,1299498648
2020/5/29,1652605318
2020/5/30,726174719.7
2020/5/31,1560857802
2020/6/1,2405059314
2020/6/2,2689299632
2020/6/3,1367910769
2020/6/4,1754810884
2020/6/5,1798108013
2020/6/6,578237010.3
2020/6/7,500851759.6
2020/6/8,1476953361
2020/6/9,1189532513
2020/6/10,1185046065
2020/6/11,2319865800
2020/6/12,1189940933
2020/6/13,576532445.7
2020/6/14,459031700.9
2020/6/15,1689895109
2020/6/16,1657379523
2020/6/17,1698265607
2020/6/18,1191197355
2020/6/19,2333210102
2020/6/20,580481419.6
2020/6/21,536969560.5
2020/6/22,1369587320
2020/6/23,2158044284
2020/6/24,1668568263
2020/6/25,1809758026
2020/6/26,1982165061
2020/6/27,598209748
2020/6/28,602227413.2
2020/6/29,1094780887
2020/6/30,964046737.9
2020/7/1,1468279709
2020/7/2,1329290846
2020/7/3,1162725811
2020/7/4,598371117.1
2020/7/5,511532010.2
2020/7/6,1413260028
2020/7/7,1265052644
2020/7/8,1582500913
2020/7/9,1383313673
2020/7/10,1239897770
2020/7/11,576572385.6
2020/7/12,481367498.7
2020/7/13,1354265482
2020/7/14,1245429103
2020/7/15,1239461868
2020/7/16,1266988570
2020/7/17,1100985769
2020/7/18,699138625.6
2020/7/19,635003579.1
2020/7/20,1056788377
2020/7/21,1326906299
2020/7/22,1606938398
2020/7/23,1733033896
2020/7/24,1581504621
2020/7/25,895321520.4
2020/7/26,1009262428
2020/7/27,2520983909
2020/7/28,2732598812
2020/7/29,2066537370
2020/7/30,1893559565
2020/7/31,2132382807
2020/8/1,1282524246
2020/8/2,1161811696
2020/8/3,2630857377
2020/8/4,1514661049
2020/8/5,1382305624
2020/8/6,2122100339
2020/8/7,1897594214
2020/8/8,957307311.3
2020/8/9,819746332.1
2020/8/10,2038494057
2020/8/11,1833511323
2020/8/12,1622537211
2020/8/13,1705063981
2020/8/14,2293744967
2020/8/15,1090367766
2020/8/16,923018319.3
2020/8/17,2046439654
2020/8/18,2363375057
2020/8/19,1951302614
2020/8/20,1599895180
2020/8/21,1516606231
2020/8/22,947590518.4
2020/8/23,694626473.1
2020/8/24,1349526577
2020/8/25,1571905464
2020/8/26,1606738709
2020/8/27,1582727808
2020/8/28,2013696414
2020/8/29,936108106.1
2020/8/30,1092133418
2020/8/31,2351032935
2020/9/1,2357189691
2020/9/2,2108369094
2020/9/3,2195667067
2020/9/4,2512517216
2020/9/5,1263375219
2020/9/6,942632672.8
2020/9/7,1747148282
2020/9/8,1706304708
2020/9/9,1479239534
2020/9/10,1510201426
2020/9/11,1615058495
2020/9/12,855809354.8
2020/9/13,786517189.8
2020/9/14,1641329658
2020/9/15,1675152817
2020/9/16,1875402238
2020/9/17,1728645381
2020/9/18,1937356457
2020/9/19,1020812737
2020/9/20,845867147.7
2020/9/21,1618550494
2020/9/22,1620744901
2020/9/23,1930400509
2020/9/24,2038281714
2020/9/25,1904178399
2020/9/26,794309819.7
2020/9/27,789919236
2020/9/28,1644928782
2020/9/29,1756325730
2020/9/30,1561125507
2020/10/1,1674944662
2020/10/2,2283910067
2020/10/3,846455550.5
2020/10/4,634742572.5
2020/10/5,1343799081
2020/10/6,1385299160
2020/10/7,1847973952
2020/10/8,1564119347
2020/10/9,2052602360
2020/10/10,1149403530
2020/10/11,651622749.4
2020/10/12,1519550415
2020/10/13,1713107902
2020/10/14,1641335688
2020/10/15,1656087274
2020/10/16,1735871118
2020/10/17,694375228.6
2020/10/18,564810368.5
2020/10/19,1621572966
2020/10/20,1656442476
2020/10/21,2381891958
2020/10/22,3311533244
2020/10/23,2772642131
2020/10/24,1019815579
2020/10/25,770092624.1
2020/10/26,2143577767
2020/10/27,1916977069
2020/10/28,2517314640
2020/10/29,2135566368
2020/10/30,1893674939
2020/10/31,1316281835
2020/11/1,1188080330
2020/11/2,1715336328
2020/11/3,3811487631
2020/11/4,1988917620
2020/11/5,5149644713
2020/11/6,3527917034
2020/11/7,1502513709
2020/11/8,1123463511
2020/11/9,2728063356
2020/11/10,2632911828
2020/11/11,2715135370
2020/11/12,3262813497
2020/11/13,2656697442
2020/11/14,1356685553
2020/11/15,795037576.2
2020/11/16,2343880258
2020/11/17,3117390382
2020/11/18,4148880836
2020/11/19,2649430668
2020/11/20,4202034217
2020/11/21,2261632555
2020/11/22,1454587917
2020/11/23,2703213541
2020/11/24,4162955938
2020/11/25,3581534996
2020/11/26,3560329146
2020/11/27,3539855460
2020/11/28,1310741286
2020/11/29,1353406965
2020/11/30,3302208582
2020/12/1,4627255394
2020/12/2,2983704874
2020/12/3,2744199631
2020/12/4,3109317273
2020/12/5,1245963842
2020/12/6,1002450425
2020/12/7,2103990332
2020/12/8,3771844232
2020/12/9,2599989621
2020/12/10,3877167092
2020/12/11,2913875515
2020/12/12,1929697457
2020/12/13,3450322095
2020/12/14,2685900126
2020/12/15,3108771397
2020/12/16,4228699632
2020/12/17,5540206537
2020/12/18,6176614858
2020/12/19,2768897617
2020/12/20,2436345571
2020/12/21,3918912339
2020/12/22,6418279943
2020/12/23,6427851084
2020/12/24,4019021845
2020/12/25,2352003685
2020/12/26,2615234143
2020/12/27,4714768343
2020/12/28,8026930077
2020/12/29,5504342175
2020/12/30,5840540995
2020/12/31,5636631338
2021/1/1,4343208402
2021/1/2,6152237015
2021/1/3,5847742860
2021/1/4,7503147813
2021/1/5,6775407806
2021/1/6,7549976673
2021/1/7,9896769613
2021/1/8,8838843563
2021/1/9,5814286455
2021/1/10,4278195465
2021/1/11,6926936906
2021/1/12,7357383073
2021/1/13,5277220347
2021/1/14,8352711917
2021/1/15,6530346132
2021/1/16,2570302175
2021/1/17,2561329125
2021/1/18,3849376580
2021/1/19,7509307340
2021/1/20,5094690668
2021/1/21,4661464273
2021/1/22,5354605408
2021/1/23,2103201286
2021/1/24,1966307039
2021/1/25,3905630183
2021/1/26,4228927064
2021/1/27,5425004804
2021/1/28,4988231553
2021/1/29,8288844085
2021/1/30,3416568799
2021/1/31,3119627987
2021/2/1,4586348228
2021/2/2,4346023784
2021/2/3,4985868434
2021/2/4,6269136960
2021/2/5,6157892771
2021/2/6,4577756278
2021/2/7,3515624989
2021/2/8,8364117755
2021/2/9,10834628125
2021/2/10,7305646116
2021/2/11,6333458805
2021/2/12,7811431840
2021/2/13,3676762390
2021/2/14,3102283703
2021/2/15,5028594621
2021/2/16,6187880486
2021/2/17,7740989999
2021/2/18,8027247242
2021/2/19,8975014335
2021/2/20,6995147926
2021/2/21,7839947832
2021/2/22,8515953766
2021/2/23,12102608267
2021/2/24,9123958043
2021/2/25,8084434721
2021/2/26,7202864759
2021/2/27,3416482976
2021/2/28,3227571917
2021/3/1,5867267655
2021/3/2,6707252970
2021/3/3,6540727320
2021/3/4,5254550975
2021/3/5,8571816586
2021/3/6,2814010103
2021/3/7,3256898859
2021/3/8,6455368739
2021/3/9,7267886049
2021/3/10,7607218390
2021/3/11,7815260935
2021/3/12,8389445170
2021/3/13,6252538515
2021/3/14,5914693356
2021/3/15,7391203818
2021/3/16,8414319042
2021/3/17,6410069888
2021/3/18,5684429157
2021/3/19,5953986740
2021/3/20,3378908923
2021/3/21,3654267039
2021/3/22,5299609270
2021/3/23,7567504957
2021/3/24,6956174963
2021/3/25,7475059268
2021/3/26,7494637392
2021/3/27,3738511752
2021/3/28,2746380160
2021/3/29,6604751298
2021/3/30,6286007313
2021/3/31,6798433825
2021/4/1,6961929172
2021/4/2,6501984723
2021/4/3,3823846851
2021/4/4,3007013910
2021/4/5,5636763513
2021/4/6,11383898954
2021/4/7,6422300910
2021/4/8,6112050100
2021/4/9,6330239987
2021/4/10,6092856978
2021/4/11,4013468489
2021/4/12,7343373829
2021/4/13,9364020483
2021/4/14,9467805074
2021/4/15,7491319880
2021/4/16,7918735254
2021/4/17,3345356861
2021/4/18,11856647361
2021/4/19,7003954976
2021/4/20,8311557599
2021/4/21,7009968211
2021/4/22,8500130356
2021/4/23,11486117187
2021/4/24,3907764473
2021/4/25,5690337431
2021/4/26,6987267570
2021/4/27,6828181874
2021/4/28,5400170408
2021/4/29,7198764178
2021/4/30,8038587266
2021/5/1,3347043375
2021/5/2,2991270138
2021/5/3,5954769584
2021/5/4,7698193443
2021/5/5,6381517581
2021/5/6,7566141015
2021/5/7,9703541847
2021/5/8,4620961716
2021/5/9,5388114090
2021/5/10,8099530690
2021/5/11,6620873679
2021/5/12,12953414263
2021/5/13,11355681896
2021/5/14,7906534590
2021/5/15,4191692549
2021/5/16,5725518843
2021/5/17,10100167445
2021/5/18,6401432361
2021/5/19,14642615897
2021/5/20,12059107969
2021/5/21,7317126300
2021/5/22,5042562364
2021/5/23,4450529580
2021/5/24,7207897768
2021/5/25,6201345379
2021/5/26,5744713581
2021/5/27,4886792808
2021/5/28,5453824455
2021/5/29,3534235036
2021/5/30,2229477248
2021/5/31,3294970505
2021/6/1,5421714885
2021/6/2,3845016656
2021/6/3,4080204482
2021/6/4,3411600139
2021/6/5,2192085665
2021/6/6,1550993266
2021/6/7,3987593297
2021/6/8,4855389938
2021/6/9,4061991300
2021/6/10,4643427946
2021/6/11,3501716416
2021/6/12,2153678029
2021/6/13,1539743948
2021/6/14,4973233613
2021/6/15,4080041045
2021/6/16,3918231599
2021/6/17,3458321392
2021/6/18,5151710129
2021/6/19,2186838846
2021/6/20,2162759240
2021/6/21,4751842584
2021/6/22,4882368444
2021/6/23,4386486291
2021/6/24,3876348202
2021/6/25,4356792800
2021/6/26,2331345211
2021/6/27,2112213966
2021/6/28,3708117940
2021/6/29,3300219147
2021/6/30,3725912660
2021/7/1,3625272213
2021/7/2,4454956968
2021/7/3,1526282961
2021/7/4,1515363757
2021/7/5,2169927055
2021/7/6,2346543660
2021/7/7,2415077702
2021/7/8,3349209077
2021/7/9,2552942233
2021/7/10,1104335807
2021/7/11,1361224001
2021/7/12,3530030646
2021/7/13,2583990658
2021/7/14,2847291324
2021/7/15,3546057522
2021/7/16,2855123418
2021/7/17,4054713463
2021/7/18,1052594971
2021/7/19,2991573664
2021/7/20,2934190503
2021/7/21,3408086709
2021/7/22,2584131351
2021/7/23,2519917919
2021/7/24,1689884090
2021/7/25,1824435371
2021/7/26,8661331075
2021/7/27,7345558780
2021/7/28,6002881501
2021/7/29,8710173274
2021/7/30,3645326210
2021/7/31,1924780317
2021/8/1,1721720041
2021/8/2,3383600749
2021/8/3,3774291696
2021/8/4,4094514095
2021/8/5,3189301463
2021/8/6,4463338800
2021/8/7,2198372700
2021/8/8,2863365745
2021/8/9,6121383054
2021/8/10,4488621500
2021/8/11,5806136771
2021/8/12,3433253898
2021/8/13,3855116853
2021/8/14,3157295026
2021/8/15,2430142555
2021/8/16,4336625433
2021/8/17,2915373923
2021/8/18,4267113161
2021/8/19,3132624121
2021/8/20,5683508930
2021/8/21,4007697514
2021/8/22,1549564156
2021/8/23,5800342005
2021/8/24,4160097930
2021/8/25,6052791788
2021/8/26,5354725345
2021/8/27,2921974573
2021/8/28,1828986484
2021/8/29,1649218800
2021/8/30,3839205628
2021/8/31,4079243404
2021/9/1,5449363614
2021/9/2,6517047229
2021/9/3,4887254784
2021/9/4,2397543151
2021/9/5,1996712057
2021/9/6,4374020789
2021/9/7,7058595281
2021/9/8,4580072991
2021/9/9,5369011441
2021/9/10,6739492373
2021/9/11,1962148897
2021/9/12,1526288179
2021/9/13,4380249886
2021/9/14,4477699681
2021/9/15,3796133576
2021/9/16,4153268624
2021/9/17,3314093143
2021/9/18,1874207409
2021/9/19,1797162882
2021/9/20,5693199639
2021/9/21,3816937966
2021/9/22,3589501923
2021/9/23,3583461960
2021/9/24,4656807424
2021/9/25,1498517648
2021/9/26,2604107989
2021/9/27,3527097522
2021/9/28,3691508332
2021/9/29,3012885642
2021/9/30,4504376487
2021/10/1,4232654754
2021/10/2,3853142043
2021/10/3,1994398643
2021/10/4,4985789606
2021/10/5,5416025038
2021/10/6,6336189182
2021/10/7,7063813953
2021/10/8,6223589467
2021/10/9,2464860373
2021/10/10,2347027649
2021/10/11,5135609835
2021/10/12,6366837726
2021/10/13,4979962945
2021/10/14,5891473872
2021/10/15,8109890837
2021/10/16,4071153201
2021/10/17,2583118320
2021/10/18,6507541621
2021/10/19,7660166169
2021/10/20,8272914781
2021/10/21,10401915939
2021/10/22,6910857031
2021/10/23,2756385872
2021/10/24,3236266688
2021/10/25,5639331921
2021/10/26,4843465177
2021/10/27,6142467781
2021/10/28,6817487230
2021/10/29,9086217833
2021/10/30,3024703684
2021/10/31,3075083985
2021/11/1,7239359627
2021/11/2,8525610066
2021/11/3,7935879532
2021/11/4,4812348606
